ID,TREAT,TREAT_LABEL,POSITION,TENURE,FAMILIARITY,INDUSTRY,EMP_SIZE,REVENUE,EXPORT_PCT,OWNERSHIP,SUPPLY_POS,ESG_REP,ISO14001,ENV_INSP,ENV_PEN,EPR_REP,AWR1,AWR2,AWR3,AWR4,AWR5,AWR_MEAN,EO1,EO2,EO3,EO4,EO5,EO_MEAN,CC1,CC2,CC3,CC4,CC5,CC_MEAN,RC1,RC2,RC3,RC4,RC5,RC_MEAN,RP1,RP2,RP3,RP4,RP_MEAN,REP1,REP2,REP3,REP4,REP_MEAN,MP1,MP2,MP3,MP4,MP_MEAN,MC1,MC2,MC3,BAE_MKT,BAE_PROD,BAE_OPS,BAE_TRAIN,BAE_EPR,CI1,CI2,CI3,CI4,CI5,CI_MEAN,PP1,PP2,PP3,PP4,PP_MEAN,T_REGULATORY,T_REPUTATIONAL,T_MARKET,CI_ZSCORED
279,2,Reputational,6,13,6,5,4,2,30,3,3,0,1,1,1,1,5,4,4,5,4,4.4,5,5,5,5,4,4.8,3,3,4,3,3,3.2,4,3,4,4,4,3.8,4,5,5,5,4.75,3,3,3,4,3.25,3,3,3,2,2.75,4,6,3,25.0,18.0,22.0,9.0,26.0,4,4,3,5,4,4.0,6,5,5,5,5.25,0,1,0,-0.6892
280,1,Regulatory,5,3,4,3,4,2,26,2,4,0,0,0,1,0,5,4,5,5,5,4.8,6,5,5,6,5,5.4,3,3,4,2,4,3.2,6,5,6,5,5,5.4,3,4,3,4,3.5,3,4,5,4,4.0,5,5,4,6,5.0,3,4,4,20.0,26.0,29.0,8.0,17.0,4,4,4,3,3,3.6,6,5,5,6,5.5,1,0,0,-1.0927
281,1,Regulatory,2,3,3,1,4,3,20,1,3,1,1,1,0,1,6,5,5,6,5,5.4,4,5,4,4,3,4.0,3,4,5,4,3,3.8,5,4,4,5,5,4.6,4,4,4,5,4.25,2,2,3,2,2.25,3,3,3,3,3.0,5,4,4,26.0,24.0,23.0,8.0,19.0,7,7,7,7,6,6.8,5,5,5,5,5.0,1,0,0,2.1349
282,3,Market,1,8,5,3,2,3,12,4,3,0,0,1,0,1,2,3,2,3,2,2.4,3,4,5,5,5,4.4,3,2,3,2,4,2.8,4,4,3,4,4,3.8,7,6,6,6,6.25,5,4,4,4,4.25,6,6,5,6,5.75,5,5,6,21.0,23.0,19.0,8.0,29.0,4,4,5,4,4,4.2,4,4,4,4,4.0,0,0,1,-0.4875
283,1,Regulatory,4,8,6,5,1,2,52,1,3,1,1,0,0,1,5,5,3,4,3,4.0,4,4,5,4,4,4.2,5,5,6,4,5,5.0,5,5,4,5,5,4.8,4,4,4,5,4.25,5,4,4,4,4.25,5,4,5,4,4.5,7,4,4,24.0,28.0,20.0,7.0,21.0,5,4,5,5,5,4.8,6,6,5,5,5.5,1,0,0,0.1177
284,3,Market,1,4,5,6,3,3,42,2,3,0,0,1,1,1,5,4,5,5,5,4.8,4,5,4,3,4,4.0,4,4,5,4,4,4.2,4,4,4,4,4,4.0,7,7,7,7,7.0,3,3,2,3,2.75,4,5,5,5,4.75,4,5,3,32.0,15.0,21.0,8.0,24.0,3,4,3,5,4,3.8,4,5,5,5,4.75,0,0,1,-0.891
285,1,Regulatory,2,2,3,4,3,2,22,4,3,0,0,0,0,1,6,5,6,6,6,5.8,2,1,2,2,1,1.6,2,3,2,2,2,2.2,5,5,5,6,6,5.4,5,5,5,5,5.0,3,3,3,3,3.0,5,6,6,6,5.75,7,5,3,23.0,21.0,27.0,8.0,21.0,6,5,6,5,7,5.8,5,4,4,4,4.25,1,0,0,1.1263
286,0,Control,3,6,5,2,4,5,21,2,2,0,0,0,1,1,4,3,4,4,4,3.8,4,4,5,4,5,4.4,2,3,3,2,3,2.6,5,5,6,5,5,5.2,4,4,4,5,4.25,6,5,5,5,5.25,2,1,2,2,1.75,4,4,3,25.0,27.0,35.0,6.0,7.0,6,6,6,5,6,5.8,3,3,4,4,3.5,0,0,0,1.1263
287,3,Market,4,3,5,5,4,4,6,1,4,1,0,1,0,0,4,4,4,3,4,3.8,4,4,5,4,4,4.2,3,4,3,2,2,2.8,5,5,6,5,5,5.2,5,6,5,6,5.5,5,5,6,6,5.5,3,4,4,4,3.75,4,5,5,23.0,25.0,23.0,6.0,23.0,4,5,4,4,4,4.2,5,5,6,5,5.25,0,0,1,-0.4875
288,3,Market,4,3,6,2,4,4,48,4,2,1,0,1,0,0,4,5,4,3,4,4.0,4,4,4,3,4,3.8,4,4,5,4,4,4.2,4,4,4,4,4,4.0,4,4,4,4,4.0,3,3,2,4,3.0,4,5,4,4,4.25,4,6,4,26.0,19.0,29.0,9.0,17.0,5,5,5,6,5,5.2,3,3,3,4,3.25,0,0,1,0.5211
289,2,Reputational,3,9,6,2,2,4,21,1,2,1,0,1,0,0,5,6,6,6,7,6.0,3,4,3,5,3,3.6,4,5,4,4,4,4.2,3,4,3,4,4,3.6,4,4,4,4,4.0,3,3,3,3,3.0,4,3,4,4,3.75,5,6,5,28.0,13.0,26.0,16.0,17.0,5,6,5,5,5,5.2,5,6,5,5,5.25,0,1,0,0.5211
290,1,Regulatory,1,2,4,1,2,3,23,1,4,0,1,1,0,1,4,4,4,5,4,4.2,3,3,2,4,3,3.0,2,3,3,2,2,2.4,4,4,5,4,4,4.2,5,5,5,5,5.0,4,4,5,4,4.25,4,2,3,3,3.0,4,5,4,21.0,23.0,22.0,8.0,26.0,6,5,6,6,6,5.8,7,6,6,7,6.5,1,0,0,1.1263
291,2,Reputational,4,3,3,6,4,3,27,2,3,0,0,1,1,1,6,6,5,5,6,5.6,5,4,4,4,4,4.2,2,2,2,3,3,2.4,5,5,4,4,5,4.6,7,7,6,5,6.25,3,1,2,4,2.5,5,5,5,5,5.0,4,5,4,31.0,20.0,22.0,9.0,18.0,6,5,6,7,6,6.0,6,5,5,5,5.25,0,1,0,1.328
292,2,Reputational,7,6,5,2,2,4,52,2,3,0,0,1,0,0,4,4,4,3,3,3.6,4,5,5,5,4,4.6,4,4,4,4,4,4.0,6,6,6,6,6,6.0,5,5,4,5,4.75,4,3,4,3,3.5,2,4,4,4,3.5,7,6,5,21.0,19.0,21.0,13.0,26.0,5,5,5,5,5,5.0,4,4,4,4,4.0,0,1,0,0.3194
293,3,Market,6,6,4,6,2,3,46,2,3,0,0,1,0,1,3,3,3,3,3,3.0,5,5,5,4,4,4.6,3,3,4,3,3,3.2,4,4,4,4,5,4.2,5,4,4,5,4.5,4,4,4,4,4.0,5,5,5,5,5.0,4,7,6,24.0,23.0,34.0,6.0,13.0,3,3,4,4,4,3.6,6,7,7,6,6.5,0,0,1,-1.0927
294,2,Reputational,5,4,3,3,4,3,9,2,4,0,0,1,0,0,4,4,5,4,4,4.2,5,4,5,5,5,4.8,2,3,3,2,2,2.4,5,6,5,5,5,5.2,7,7,7,6,6.75,3,2,3,3,2.75,3,4,5,4,4.0,5,6,5,21.0,30.0,21.0,9.0,19.0,5,7,5,6,7,6.0,5,5,3,5,4.5,0,1,0,1.328
295,3,Market,6,7,4,2,3,2,5,1,2,0,0,0,0,0,7,7,7,7,6,6.8,5,6,6,4,6,5.4,3,4,3,3,4,3.4,6,5,6,5,6,5.6,7,6,7,7,6.75,5,5,5,4,4.75,3,3,4,4,3.5,4,3,5,23.0,22.0,20.0,13.0,22.0,6,6,6,5,7,6.0,4,4,6,5,4.75,0,0,1,1.328
296,1,Regulatory,4,6,5,2,5,2,5,1,2,1,0,1,0,0,5,5,5,5,5,5.0,3,3,4,2,3,3.0,4,4,5,5,4,4.4,5,6,6,6,6,5.8,6,6,6,6,6.0,3,4,3,3,3.25,6,5,6,6,5.75,4,3,4,28.0,24.0,19.0,10.0,19.0,7,7,7,7,7,7.0,3,3,3,4,3.25,1,0,0,2.3367
297,2,Reputational,3,4,6,1,3,3,15,5,2,0,1,0,0,1,3,3,4,3,3,3.2,3,4,3,4,4,3.6,4,3,3,5,4,3.8,5,4,4,4,3,4.0,4,4,4,3,3.75,4,3,3,4,3.5,4,4,4,5,4.25,4,5,3,23.0,25.0,23.0,8.0,21.0,5,5,5,6,5,5.2,4,4,4,4,4.0,0,1,0,0.5211
298,0,Control,3,4,3,4,2,4,32,1,3,1,0,1,0,1,6,6,6,7,7,6.4,3,3,3,4,4,3.4,5,5,5,5,5,5.0,2,3,3,3,3,2.8,5,5,5,6,5.25,4,5,4,4,4.25,5,5,5,5,5.0,4,6,5,23.0,23.0,23.0,14.0,17.0,5,4,4,5,6,4.8,3,3,3,3,3.0,0,0,0,0.1177
299,2,Reputational,4,5,5,5,4,2,25,1,3,0,0,1,0,0,3,5,4,4,4,4.0,3,4,4,2,4,3.4,3,4,4,4,4,3.8,6,6,6,6,7,6.2,4,5,4,5,4.5,4,4,4,3,3.75,4,3,4,4,3.75,5,4,3,26.0,20.0,23.0,13.0,18.0,6,6,5,6,6,5.8,3,2,2,1,2.0,0,1,0,1.1263
300,3,Market,5,6,4,3,3,3,12,2,3,0,0,1,0,0,5,4,4,5,5,4.6,4,4,5,4,4,4.2,2,3,2,3,2,2.4,4,4,3,3,5,3.8,4,4,5,5,4.5,4,4,4,4,4.0,7,7,7,7,7.0,5,5,5,18.0,22.0,26.0,7.0,27.0,7,6,7,7,5,6.4,5,4,5,5,4.75,0,0,1,1.7315
301,3,Market,5,2,5,2,4,3,60,6,3,1,0,0,0,0,4,4,5,4,4,4.2,5,5,5,5,4,4.8,5,4,6,5,5,5.0,5,5,6,5,5,5.2,5,5,4,5,4.75,5,6,6,5,5.5,3,2,3,3,2.75,5,6,5,26.0,16.0,27.0,14.0,17.0,4,5,5,5,5,4.8,5,5,5,5,5.0,0,0,1,0.1177
302,3,Market,4,5,3,5,5,3,61,4,5,1,0,1,0,1,5,5,5,6,5,5.2,4,3,3,4,4,3.6,2,4,3,3,3,3.0,4,5,5,5,5,4.8,4,5,4,5,4.5,4,5,4,6,4.75,4,6,4,4,4.5,5,3,6,24.0,25.0,21.0,7.0,23.0,6,6,6,5,5,5.6,4,5,6,5,5.0,0,0,1,0.9246
303,0,Control,5,14,4,5,4,3,35,4,2,0,0,0,0,1,4,4,4,3,3,3.6,5,4,5,5,5,4.8,4,4,4,5,5,4.4,7,7,6,7,7,6.8,6,6,7,5,6.0,4,4,4,3,3.75,3,5,4,3,3.75,5,4,5,29.0,29.0,24.0,5.0,13.0,4,4,4,4,4,4.0,5,5,5,4,4.75,0,0,0,-0.6892
304,3,Market,2,5,5,1,4,3,14,4,2,1,0,1,1,0,5,6,6,6,4,5.4,4,4,4,5,4,4.2,3,5,4,4,4,4.0,5,5,4,4,5,4.6,4,4,4,4,4.0,4,5,4,5,4.5,4,6,4,4,4.5,5,5,6,28.0,22.0,21.0,10.0,19.0,3,3,2,1,3,2.4,7,7,7,6,6.75,0,0,1,-2.303
305,1,Regulatory,4,2,5,7,5,3,55,1,2,0,1,1,0,0,5,4,4,5,4,4.4,2,2,1,2,2,1.8,2,2,3,3,2,2.4,4,4,4,4,5,4.2,5,5,4,3,4.25,6,5,5,5,5.25,7,6,6,6,6.25,7,4,4,25.0,22.0,22.0,7.0,24.0,5,6,5,6,6,5.6,7,6,5,6,6.0,1,0,0,0.9246
306,0,Control,2,4,5,1,4,2,11,4,3,0,1,0,0,0,4,4,4,4,4,4.0,3,3,3,3,3,3.0,3,2,4,2,3,2.8,5,5,5,5,5,5.0,3,3,3,4,3.25,5,5,5,5,5.0,3,4,3,3,3.25,6,4,4,32.0,20.0,27.0,10.0,11.0,4,3,4,3,3,3.4,3,3,3,5,3.5,0,0,0,-1.2944
307,3,Market,4,12,5,4,6,2,28,2,2,1,1,0,0,0,5,5,5,5,4,4.8,4,4,4,3,4,3.8,3,3,2,1,3,2.4,6,6,6,6,6,6.0,5,4,5,4,4.5,4,4,4,4,4.0,2,3,2,1,2.0,4,6,5,22.0,22.0,28.0,8.0,20.0,4,4,4,4,4,4.0,4,5,5,6,5.0,0,0,1,-0.6892
308,0,Control,3,3,5,2,3,3,58,1,2,1,0,0,1,1,5,4,5,5,5,4.8,1,1,1,1,1,1.0,3,2,3,2,4,2.8,5,5,5,4,5,4.8,3,2,3,3,2.75,4,5,5,4,4.5,4,5,4,4,4.25,5,5,3,30.0,16.0,33.0,11.0,10.0,5,4,4,4,4,4.2,4,2,4,3,3.25,0,0,0,-0.4875
309,2,Reputational,6,20,5,4,5,4,38,2,4,0,1,0,0,1,4,4,5,5,5,4.6,4,3,4,4,5,4.0,3,3,3,3,3,3.0,3,3,3,3,4,3.2,4,3,3,3,3.25,5,5,5,5,5.0,6,5,5,4,5.0,5,6,4,21.0,25.0,30.0,3.0,21.0,7,6,6,6,6,6.2,4,5,5,4,4.5,0,1,0,1.5298
310,3,Market,1,2,3,6,4,3,13,2,3,1,0,0,0,1,6,6,7,6,6,6.2,2,3,3,3,1,2.4,5,5,5,6,5,5.2,4,4,4,3,4,3.8,4,3,4,3,3.5,4,5,3,3,3.75,4,4,4,3,3.75,5,3,6,24.0,23.0,23.0,10.0,20.0,6,7,5,6,7,6.2,4,3,5,5,4.25,0,0,1,1.5298
311,3,Market,4,6,3,4,3,3,21,1,2,0,1,0,0,1,5,5,6,5,6,5.4,3,3,4,4,3,3.4,4,3,3,3,4,3.4,5,6,5,6,5,5.4,5,5,5,5,5.0,6,5,5,5,5.25,5,5,6,6,5.5,4,3,5,20.0,25.0,32.0,13.0,10.0,5,6,6,5,6,5.6,4,3,5,3,3.75,0,0,1,0.9246
312,3,Market,5,8,7,4,5,2,4,1,4,1,1,1,0,1,5,4,5,4,4,4.4,3,3,3,3,2,2.8,3,4,3,3,4,3.4,5,4,5,4,5,4.6,5,5,5,6,5.25,4,3,4,4,3.75,4,3,3,3,3.25,5,5,5,18.0,27.0,29.0,7.0,19.0,3,3,4,4,3,3.4,3,3,3,2,2.75,0,0,1,-1.2944
313,0,Control,5,6,5,6,2,3,22,1,1,0,0,1,0,0,4,5,5,6,5,5.0,5,5,5,4,4,4.6,4,3,4,3,3,3.4,4,4,5,5,4,4.4,5,6,4,5,5.0,3,4,4,4,3.75,3,4,4,4,3.75,4,4,4,35.0,29.0,20.0,8.0,8.0,5,5,4,4,4,4.4,3,3,4,3,3.25,0,0,0,-0.2858
314,3,Market,7,4,3,5,6,3,34,6,3,1,1,0,0,1,5,4,4,4,5,4.4,5,4,4,5,5,4.6,3,3,3,4,4,3.4,4,5,5,4,4,4.4,5,5,6,4,5.0,3,2,3,2,2.5,1,2,1,2,1.5,5,3,6,20.0,18.0,28.0,13.0,21.0,6,6,6,6,6,6.0,4,4,5,4,4.25,0,0,1,1.328
315,3,Market,4,3,3,5,5,4,8,1,4,0,1,0,0,1,3,4,3,3,2,3.0,3,3,4,3,3,3.2,3,3,3,2,3,2.8,6,5,6,5,5,5.4,6,6,6,6,6.0,5,5,5,5,5.0,3,2,3,4,3.0,6,6,7,30.0,20.0,23.0,6.0,21.0,7,4,5,5,6,5.4,4,4,5,5,4.5,0,0,1,0.7229
316,0,Control,3,5,6,6,2,2,20,2,3,0,0,0,0,1,4,4,6,4,4,4.4,4,5,5,4,4,4.4,3,4,3,2,4,3.2,4,5,5,5,5,4.8,3,4,3,3,3.25,4,4,3,4,3.75,3,3,4,4,3.5,6,4,5,28.0,28.0,30.0,4.0,10.0,3,3,3,4,2,3.0,5,4,5,5,4.75,0,0,0,-1.6979
317,1,Regulatory,3,4,4,3,5,3,40,4,3,0,1,1,0,1,4,5,5,4,5,4.6,3,5,2,4,4,3.6,3,3,5,3,4,3.6,4,5,4,4,4,4.2,5,4,4,3,4.0,3,4,3,3,3.25,3,4,4,4,3.75,6,4,3,14.0,24.0,25.0,10.0,27.0,6,6,6,6,5,5.8,4,4,4,5,4.25,1,0,0,1.1263
318,0,Control,2,4,3,2,3,5,18,6,3,0,0,1,0,1,4,4,4,4,4,4.0,3,2,2,3,2,2.4,4,3,4,4,4,3.8,4,3,3,3,3,3.2,6,6,5,5,5.5,4,4,4,4,4.0,3,4,4,5,4.0,5,4,3,30.0,22.0,27.0,12.0,9.0,3,3,3,4,4,3.4,3,4,3,3,3.25,0,0,0,-1.2944
319,1,Regulatory,2,9,5,6,5,2,32,4,4,0,0,0,0,1,3,2,3,2,3,2.6,3,3,4,4,4,3.6,3,2,3,2,3,2.6,5,5,5,4,5,4.8,5,5,6,5,5.25,4,4,4,3,3.75,5,4,4,4,4.25,6,4,4,19.0,23.0,29.0,7.0,22.0,5,6,5,6,5,5.4,6,6,5,6,5.75,1,0,0,0.7229
320,3,Market,6,15,2,3,5,1,36,1,2,1,1,1,0,1,4,4,3,3,4,3.6,3,3,3,4,3,3.2,3,3,4,3,3,3.2,3,4,4,4,4,3.8,6,6,5,6,5.75,4,4,4,4,4.0,4,4,4,5,4.25,6,5,6,22.0,22.0,23.0,13.0,20.0,5,4,5,4,4,4.4,5,5,5,5,5.0,0,0,1,-0.2858
321,1,Regulatory,3,3,5,3,4,3,22,3,3,0,1,0,0,1,5,5,5,4,5,4.8,4,2,3,4,5,3.6,3,3,3,2,3,2.8,5,5,5,5,6,5.2,5,4,5,4,4.5,5,5,4,5,4.75,4,3,2,4,3.25,6,4,3,18.0,29.0,25.0,9.0,19.0,3,4,4,2,3,3.2,5,4,4,4,4.25,1,0,0,-1.4961
322,3,Market,3,6,5,2,3,3,35,1,4,0,1,0,0,0,5,5,4,4,4,4.4,3,3,4,3,3,3.2,4,5,5,5,5,4.8,6,6,6,5,6,5.8,4,5,4,4,4.25,5,4,5,5,4.75,4,5,4,6,4.75,5,3,5,29.0,24.0,26.0,7.0,14.0,6,5,4,5,5,5.0,2,3,3,3,2.75,0,0,1,0.3194
323,3,Market,5,5,5,3,4,3,29,1,3,0,0,0,0,1,5,6,4,5,5,5.0,2,3,4,3,4,3.2,4,3,4,3,3,3.4,3,3,4,4,3,3.4,5,4,5,5,4.75,6,6,5,5,5.5,2,2,3,2,2.25,5,4,5,21.0,30.0,18.0,12.0,19.0,4,4,4,4,4,4.0,4,4,4,4,4.0,0,0,1,-0.6892
324,3,Market,1,5,3,1,3,2,20,1,1,1,0,0,0,0,4,4,5,4,5,4.4,4,6,5,6,5,5.2,3,3,2,3,3,2.8,3,4,3,3,4,3.4,6,7,7,7,6.75,3,4,3,3,3.25,2,2,2,2,2.0,5,4,4,30.0,18.0,17.0,15.0,20.0,4,4,3,3,4,3.6,5,4,4,4,4.25,0,0,1,-1.0927
325,1,Regulatory,1,9,7,2,4,1,41,1,3,0,0,0,0,1,5,4,5,5,4,4.6,4,5,4,5,5,4.6,5,3,4,4,4,4.0,4,5,4,5,5,4.6,6,5,6,5,5.5,5,3,4,4,4.0,5,5,5,5,5.0,5,5,4,24.0,24.0,28.0,10.0,14.0,5,5,5,5,5,5.0,6,5,4,6,5.25,1,0,0,0.3194
326,1,Regulatory,3,3,5,6,1,2,56,1,4,0,0,1,0,0,4,5,5,6,6,5.2,4,6,5,5,6,5.2,5,4,4,5,5,4.6,5,5,5,5,5,5.0,5,4,6,4,4.75,4,5,5,5,4.75,4,4,3,4,3.75,6,5,4,26.0,22.0,18.0,8.0,26.0,4,4,5,5,4,4.4,7,5,6,6,6.0,1,0,0,-0.2858
327,2,Reputational,5,8,5,5,3,2,25,1,3,0,1,1,0,0,6,7,7,7,7,6.8,5,4,5,5,6,5.0,6,4,4,4,4,4.4,5,5,5,6,4,5.0,5,5,5,6,5.25,6,5,6,5,5.5,3,3,4,2,3.0,4,6,4,29.0,26.0,19.0,8.0,18.0,4,5,5,4,5,4.6,4,5,6,4,4.75,0,1,0,-0.0841
328,2,Reputational,4,5,3,1,2,4,14,4,2,1,0,1,0,0,4,4,4,4,5,4.2,4,3,3,3,4,3.4,4,4,2,3,3,3.2,5,6,6,6,6,5.8,4,4,4,3,3.75,2,3,2,3,2.5,2,3,2,1,2.0,4,6,3,14.0,20.0,24.0,18.0,24.0,6,6,6,5,6,5.8,4,4,5,5,4.5,0,1,0,1.1263
329,2,Reputational,5,6,6,5,2,4,41,4,4,0,0,0,0,0,6,5,5,5,6,5.4,5,5,5,5,4,4.8,5,5,5,4,4,4.6,3,3,3,4,4,3.4,6,6,6,6,6.0,2,3,3,3,2.75,4,3,3,4,3.5,4,6,4,25.0,19.0,18.0,11.0,27.0,3,5,5,4,5,4.4,3,4,4,4,3.75,0,1,0,-0.2858
330,1,Regulatory,5,12,3,7,2,4,25,1,6,0,0,0,0,0,3,4,4,4,4,3.8,4,5,5,4,3,4.2,2,2,2,2,2,2.0,4,4,3,4,5,4.0,4,5,5,4,4.5,5,6,6,5,5.5,3,3,3,4,3.25,6,5,5,26.0,19.0,23.0,14.0,18.0,6,7,6,6,5,6.0,5,5,4,4,4.5,1,0,0,1.328
331,3,Market,4,4,7,1,3,3,22,4,3,0,0,0,1,0,5,4,5,5,5,4.8,5,5,5,6,5,5.2,2,2,2,3,2,2.2,7,7,6,6,7,6.6,4,5,5,5,4.75,5,5,5,5,5.0,5,4,5,4,4.5,6,6,5,29.0,20.0,25.0,8.0,18.0,5,4,3,5,4,4.2,5,6,6,6,5.75,0,0,1,-0.4875
332,1,Regulatory,4,3,4,2,3,3,27,1,1,1,0,1,0,0,4,3,3,4,4,3.6,3,2,3,4,3,3.0,3,4,3,4,3,3.4,5,4,4,4,5,4.4,4,4,3,4,3.75,3,3,3,3,3.0,4,5,5,5,4.75,4,6,4,19.0,19.0,25.0,15.0,22.0,4,4,3,3,3,3.4,4,5,4,3,4.0,1,0,0,-1.2944
333,2,Reputational,4,3,4,6,3,4,16,1,3,0,0,1,0,1,4,3,4,4,4,3.8,5,5,5,5,5,5.0,3,3,3,3,3,3.0,3,4,4,3,3,3.4,6,5,6,5,5.5,5,5,5,5,5.0,4,3,3,3,3.25,5,6,5,18.0,24.0,33.0,6.0,19.0,3,3,3,5,5,3.8,4,4,4,5,4.25,0,1,0,-0.891
334,3,Market,3,5,3,3,5,3,21,3,4,0,1,1,0,1,5,6,6,6,5,5.6,2,2,3,3,3,2.6,4,6,5,4,5,4.8,3,3,3,3,4,3.2,5,5,5,5,5.0,4,4,4,4,4.0,3,2,3,3,2.75,4,5,6,27.0,17.0,26.0,7.0,23.0,3,4,3,4,3,3.4,5,5,6,5,5.25,0,0,1,-1.2944
335,1,Regulatory,2,11,4,4,6,2,17,1,3,0,0,0,0,1,4,5,4,4,4,4.2,4,4,3,4,5,4.0,4,4,5,5,5,4.6,4,4,5,4,4,4.2,5,5,5,5,5.0,5,6,5,5,5.25,5,5,4,4,4.5,5,6,5,21.0,28.0,19.0,9.0,23.0,5,5,3,4,4,4.2,3,3,4,3,3.25,1,0,0,-0.4875
336,0,Control,5,14,5,3,3,3,61,2,3,0,0,0,0,1,3,3,4,3,2,3.0,3,2,2,2,1,2.0,3,4,5,5,4,4.2,5,5,5,5,4,4.8,5,4,3,4,4.0,4,4,4,4,4.0,3,4,3,4,3.5,4,4,4,25.0,21.0,29.0,10.0,15.0,4,4,4,4,4,4.0,3,3,4,4,3.5,0,0,0,-0.6892
337,0,Control,1,5,6,7,5,1,66,2,1,0,0,0,0,0,7,6,7,6,6,6.4,3,3,3,2,4,3.0,3,3,2,2,3,2.6,4,4,4,3,3,3.6,6,6,6,6,6.0,2,1,2,1,1.5,3,2,3,3,2.75,6,4,3,26.0,28.0,20.0,11.0,15.0,3,4,4,3,3,3.4,4,5,4,5,4.5,0,0,0,-1.2944
338,3,Market,5,9,7,2,3,4,33,2,3,0,0,1,0,0,4,3,4,4,3,3.6,5,5,5,6,5,5.2,4,3,5,4,3,3.8,5,4,4,4,5,4.4,5,6,6,5,5.5,5,5,5,6,5.25,3,2,3,2,2.5,4,4,5,31.0,20.0,25.0,7.0,17.0,5,5,5,5,6,5.2,3,4,4,4,3.75,0,0,1,0.5211
339,0,Control,3,6,2,1,2,3,11,5,2,0,1,0,0,1,4,4,4,5,4,4.2,5,6,5,6,6,5.6,1,2,2,2,2,1.8,4,5,4,5,4,4.4,5,5,6,5,5.25,4,5,4,5,4.5,5,6,6,5,5.5,4,5,5,38.0,16.0,25.0,10.0,11.0,5,4,4,4,4,4.2,4,6,3,4,4.25,0,0,0,-0.4875
340,1,Regulatory,1,4,5,1,4,3,21,5,3,1,0,1,0,0,4,4,4,4,4,4.0,3,2,2,3,2,2.4,4,6,6,4,6,5.2,5,5,5,5,5,5.0,6,6,6,5,5.75,2,3,3,3,2.75,5,5,5,5,5.0,6,4,3,26.0,22.0,28.0,5.0,19.0,4,3,5,4,5,4.2,5,4,4,5,4.5,1,0,0,-0.4875
341,3,Market,3,22,4,1,1,3,1,5,3,1,0,1,0,0,4,6,5,4,5,4.8,4,5,5,4,5,4.6,1,1,1,1,1,1.0,6,6,6,7,6,6.2,5,5,5,5,5.0,5,6,5,6,5.5,4,4,3,4,3.75,5,4,5,24.0,22.0,26.0,8.0,20.0,5,6,5,5,4,5.0,6,6,5,6,5.75,0,0,1,0.3194
342,0,Control,5,5,4,4,4,3,44,1,5,0,0,0,0,0,3,3,3,3,3,3.0,5,4,4,5,5,4.6,5,4,4,5,5,4.6,5,5,5,6,5,5.2,5,4,4,5,4.5,5,4,3,4,4.0,4,4,5,4,4.25,4,5,4,23.0,20.0,37.0,10.0,10.0,5,6,4,5,4,4.8,4,4,3,3,3.5,0,0,0,0.1177
343,1,Regulatory,3,6,5,2,3,3,29,1,4,0,0,1,0,0,5,6,5,6,6,5.6,3,3,3,3,4,3.2,2,1,1,2,1,1.4,2,2,2,2,3,2.2,5,5,5,5,5.0,4,4,4,3,3.75,3,3,3,3,3.0,5,5,4,19.0,22.0,32.0,7.0,20.0,7,6,7,6,6,6.4,5,4,4,4,4.25,1,0,0,1.7315
344,0,Control,5,2,3,3,2,4,38,1,4,0,1,0,0,1,5,5,5,5,5,5.0,4,3,3,3,4,3.4,3,2,3,3,4,3.0,5,6,5,5,6,5.4,6,7,7,6,6.5,3,3,3,2,2.75,5,5,4,4,4.5,4,4,4,24.0,24.0,31.0,10.0,11.0,4,4,4,4,3,3.8,5,4,5,5,4.75,0,0,0,-0.891
345,3,Market,7,6,5,2,4,3,8,1,6,1,1,1,0,0,6,5,7,5,6,5.8,4,4,5,6,4,4.6,3,4,5,5,3,4.0,4,4,3,3,4,3.6,3,4,2,3,3.0,4,5,5,5,4.75,5,5,4,5,4.75,5,3,6,25.0,23.0,20.0,14.0,18.0,4,3,3,4,4,3.6,5,6,6,5,5.5,0,0,1,-1.0927
346,3,Market,5,3,5,3,5,3,36,4,2,1,0,1,1,1,4,5,6,4,5,4.8,2,3,4,2,4,3.0,4,5,5,5,5,4.8,6,6,6,5,6,5.8,5,4,5,6,5.0,4,5,5,4,4.5,3,2,2,2,2.25,5,6,4,18.0,20.0,30.0,8.0,24.0,5,5,5,5,5,5.0,5,4,5,4,4.5,0,0,1,0.3194
347,0,Control,4,4,6,1,4,4,9,1,3,0,0,0,0,0,4,4,3,4,4,3.8,4,5,5,4,5,4.6,5,4,6,5,4,4.8,5,6,6,6,7,6.0,4,5,5,5,4.75,3,3,4,4,3.5,1,1,1,1,1.0,4,4,5,33.0,14.0,34.0,8.0,11.0,5,5,5,4,5,4.8,3,3,3,4,3.25,0,0,0,0.1177
348,3,Market,3,4,6,6,4,1,46,4,2,1,0,0,0,1,5,5,4,4,5,4.6,4,5,4,3,4,4.0,2,2,2,3,2,2.2,5,5,6,5,5,5.2,5,6,5,6,5.5,5,3,4,3,3.75,4,4,4,3,3.75,5,3,6,24.0,22.0,27.0,10.0,17.0,5,5,6,6,5,5.4,5,5,6,5,5.25,0,0,1,0.7229
